24.0,4,134.0,96.0,2702,13.5,75,3,"toyota corona",4379
25.0,4,90.0,71.0,2223,16.5,75,2,"volkswagen dasher",4700
18.0,6,171.0,97.0,2984,14.5,75,1,"ford pinto",2769
29.0,4,90.0,70.0,1937,14.0,75,2,"volkswagen rabbit",3330
19.0,6,232.0,90.0,3211,17.0,75,1,"amc pacer",3299
23.0,4,120.0,88.0,2957,17.0,75,2,"peugeot 504",6330
22.0,4,121.0,98.0,2945,14.5,75,2,"volvo 244dl",6595
25.0,4,121.0,115.0,2671,13.5,75,2,"saab 99le",5198
33.0,4,91.0,53.0,1795,17.5,75,3,"honda civic cvcc",3009
28.0,4,107.0,86.0,2464,15.5,76,2,"fiat 131",4286
26.0,4,98.0,79.0,2255,17.7,76,1,"dodge colt",3175
27.0,4,101.0,83.0,2202,15.3,76,2,"renault 12tl",3899
17.5,8,305.0,140.0,4215,13.0,76,1,"chevrolet chevelle malibu classic",4455
16.0,8,318.0,150.0,4190,13.0,76,1,"dodge coronet brougham",4297
15.5,8,304.0,120.0,3962,13.9,76,1,"amc matador",3725
22.0,6,225.0,100.0,3233,15.4,76,1,"plymouth valiant",3276
22.0,6,250.0,105.0,3353,14.5,76,1,"chevrolet nova",3413
24.0,6,200.0,81.0,3012,17.6,76,1,"ford maverick",3117
22.5,6,232.0,90.0,3085,17.6,76,1,"amc hornet",3199
29.0,4,85.0,52.0,2035,22.2,76,1,"chevrolet chevette",2558
29.0,4,90.0,70.0,1937,14.2,76,2,"vw rabbit",3499
33.0,4,91.0,53.0,1795,17.4,76,3,"honda civic",2939
20.0,6,225.0,100.0,3651,17.7,76,1,"dodge aspen se",4413
18.0,6,250.0,78.0,3574,21.0,76,1,"ford granada ghia",4353
18.5,6,250.0,110.0,3645,16.2,76,1,"pontiac ventura sj",3702
17.5,6,258.0,95.0,3193,17.8,76,1,"amc pacer d/l",3499
29.5,4,97.0,71.0,1825,12.2,76,2,"volkswagen rabbit",3499
28.0,4,97.0,75.0,2155,16.4,76,3,"toyota corolla",2789
26.5,4,140.0,72.0,2565,13.6,76,1,"ford pinto",3025
20.0,4,130.0,102.0,3150,15.7,76,2,"volvo 245",7495
13.0,8,318.0,150.0,3940,13.2,76,1,"plymouth volare premier v8",3324
19.0,4,120.0,88.0,3270,21.9,76,2,"peugeot 504",7340
16.5,6,168.0,120.0,3820,16.7,76,2,"mercedes-benz 280s",17124
16.5,8,350.0,180.0,4380,12.1,76,1,"cadillac seville",12479
13.0,8,350.0,145.0,4055,12.0,76,1,"chevy c10",5087
13.0,8,318.0,150.0,3755,14.0,76,1,"dodge d100",3777
31.5,4,98.0,68.0,2045,18.5,77,3,"honda accord cvcc",3299
36.0,4,79.0,58.0,1825,18.6,77,2,"renault 5 gtl",4450
25.5,4,122.0,96.0,2300,15.5,77,1,"plymouth arrow gs",3654
17.5,8,305.0,145.0,3880,12.5,77,1,"chevrolet caprice classic",5307
17.0,8,260.0,110.0,4060,19.0,77,1,"oldsmobile cutlass supreme",4825
15.5,8,318.0,145.0,4140,13.7,77,1,"dodge monaco brougham",4408
15.0,8,302.0,130.0,4295,14.9,77,1,"mercury cougar brougham",4990
17.5,6,250.0,110.0,3520,16.4,77,1,"chevrolet concours",4111
20.5,6,231.0,105.0,3425,16.9,77,1,"buick skylark",3865
19.0,6,225.0,100.0,3630,17.7,77,1,"plymouth volare custom",3752
18.5,6,250.0,98.0,3525,19.0,77,1,"ford granada",4209
16.0,8,400.0,180.0,4220,11.1,77,1,"pontiac grand prix lj",5483
15.5,8,350.0,170.0,4165,11.4,77,1,"chevrolet monte carlo landau",4968
15.5,8,400.0,190.0,4325,12.2,77,1,"chrysler cordoba",5418
16.0,8,351.0,149.0,4335,14.5,77,1,"ford thunderbird",5063
29.0,4,97.0,78.0,1940,14.5,77,2,"volkswagen rabbit custom",4079
24.5,4,151.0,88.0,2740,16.0,77,1,"pontiac sunbird coupe",3659
26.0,4,97.0,75.0,2265,18.2,77,3,"toyota corolla liftback",3918
25.5,4,140.0,89.0,2755,15.8,77,1,"ford mustang ii 2+2",4183
30.5,4,98.0,63.0,2051,17.0,77,1,"chevrolet chevette",3225
33.5,4,98.0,83.0,2075,15.9,77,1,"dodge colt m/m",2999
30.0,4,97.0,67.0,1985,16.4,77,3,"subaru dl",3499
30.5,4,97.0,78.0,2190,14.1,77,2,"volkswagen dasher",5399
21.5,4,121.0,110.0,2600,12.8,77,2,"bmw 320i",7990
21.5,3,80.0,110.0,2720,13.5,77,3,"mazda rx-4",5470
43.1,4,90.0,48.0,1985,21.5,78,2,"volkswagen rabbit custom diesel",4699
32.8,4,78.0,52.0,1985,19.4,78,3,"mazda glc deluxe",3145
36.1,4,91.0,60.0,1800,16.4,78,3,"honda civic cvcc",3975
19.9,8,260.0,110.0,3365,15.5,78,1,"oldsmobile cutlass salon brougham",4877
19.4,8,318.0,140.0,3735,13.2,78,1,"dodge diplomat",5207
20.2,8,302.0,139.0,3570,12.8,78,1,"mercury monarch ghia",4571
19.2,6,231.0,105.0,3535,19.2,78,1,"pontiac phoenix lj",4399
20.5,6,200.0,95.0,3155,18.2,78,1,"chevrolet malibu",4394
20.2,6,200.0,85.0,2965,15.8,78,1,"ford fairmont (auto)",3744
25.1,4,140.0,88.0,2720,15.4,78,1,"ford fairmont (man)",3744
20.5,6,225.0,100.0,3430,17.2,78,1,"plymouth volare",3771
19.4,6,232.0,90.0,3210,17.2,78,1,"amc concord",3849
20.6,6,231.0,105.0,3380,15.8,78,1,"buick century special",4633
20.8,6,200.0,85.0,3070,16.7,78,1,"mercury zephyr",3897
18.6,6,225.0,110.0,3620,18.7,78,1,"dodge aspen",3911
18.1,6,258.0,120.0,3410,15.1,78,1,"amc concord d/l",3849
19.2,8,305.0,145.0,3425,13.2,78,1,"chevrolet monte carlo landau",4935
17.7,6,231.0,165.0,3445,13.4,78,1,"buick regal sport coupe (turbo)",5958
17.5,8,318.0,140.0,4080,13.7,78,1,"dodge magnum xe",5509
30.0,4,98.0,68.0,2155,16.5,78,1,"chevrolet chevette",3644
27.5,4,134.0,95.0,2560,14.2,78,3,"toyota corona",4574
30.9,4,105.0,75.0,2230,14.5,78,1,"dodge omni",3967
21.1,4,134.0,95.0,2515,14.8,78,3,"toyota celica gt liftback",5889
23.2,4,156.0,105.0,2745,16.7,78,1,"plymouth sapporo",6087
23.8,4,151.0,85.0,2855,17.6,78,1,"oldsmobile starfire sx",4306
20.3,5,131.0,103.0,2830,15.9,78,2,"audi 5000",8780
17.0,6,163.0,125.0,3140,13.6,78,2,"volvo 264gl",10245
21.6,4,121.0,115.0,2795,15.7,78,2,"saab 99gle",6298
16.2,6,163.0,133.0,3410,15.8,78,2,"peugeot 604sl",10990
31.5,4,89.0,71.0,1990,14.9,78,2,"volkswagen scirocco",6095
29.5,4,98.0,68.0,2135,16.6,78,3,"honda accord lx",5965
21.5,6,231.0,115.0,3245,15.4,79,1,"pontiac lemans v6",5301
19.8,6,200.0,85.0,2990,18.2,79,1,"mercury zephyr 6",4888
22.3,4,140.0,88.0,2890,17.3,79,1,"ford fairmont 4",4383
20.2,6,232.0,90.0,3265,18.2,79,1,"amc concord dl 6",4324
20.6,6,225.0,110.0,3360,16.6,79,1,"dodge aspen 6",4399
17.0,8,305.0,130.0,3840,15.4,79,1,"chevrolet caprice classic",6508
17.6,8,302.0,129.0,3725,13.4,79,1,"ford ltd landau",6686
16.5,8,351.0,138.0,3955,13.2,79,1,"mercury grand marquis",7721
18.2,8,318.0,135.0,3830,15.2,79,1,"dodge stregis",6847
16.9,8,350.0,155.0,4360,14.9,79,1,"buick estate wagon (sw)",7169
15.5,8,351.0,142.0,4054,14.3,79,1,"ford country squire (sw)",7006
19.2,8,267.0,125.0,3605,15.0,79,1,"chevrolet malibu classic (sw)",5480
18.5,8,360.0,150.0,3940,13.0,79,1,"chrysler lebaron town @ country (sw)",6642
31.9,4,89.0,71.0,1925,14.0,79,2,"vw rabbit custom",4799
34.1,4,86.0,65.0,1975,15.2,79,3,"maxda glc deluxe",3995
35.7,4,98.0,80.0,1915,14.4,79,1,"dodge colt hatchback custom",4425
27.4,4,121.0,80.0,2670,15.0,79,1,"amc spirit dl",4133
25.4,5,183.0,77.0,3530,20.1,79,2,"mercedes benz 300d",21497
23.0,8,350.0,125.0,3900,17.4,79,1,"cadillac eldorado",14668
27.2,4,141.0,71.0,3190,24.8,79,2,"peugeot 504",8040
23.9,8,260.0,90.0,3420,22.2,79,1,"oldsmobile cutlass salon brougham",5442
34.2,4,105.0,70.0,2200,13.2,79,1,"plymouth horizon",4469
34.5,4,105.0,70.0,2150,14.9,79,1,"plymouth horizon tc3",4864
37.3,4,91.0,69.0,2130,14.7,79,2,"fiat strada custom",4496
28.4,4,151.0,90.0,2670,16.0,79,1,"buick skylark limited",4462
26.8,6,173.0,115.0,2700,12.9,79,1,"oldsmobile omega brougham",4582
33.5,4,151.0,90.0,2556,13.2,79,1,"pontiac phoenix",4089
